16.124305,adcs_monitor.mag1_vec,-0.00004,0.00005,0.000019
16.130305,adcs_monitor.mag2_vec,0.000022,-0.000049,-0.000005
16.135305,adcs_cmd.mtr_cmd,0,0,0
16.288305,adcs_monitor.mag1_vec,-0.000039,0.000051,0.00002
16.294305,adcs_monitor.mag2_vec,0.000022,-0.000049,-0.000005
16.299305,adcs_cmd.mtr_cmd,0,0,0
16.507305,adcs_monitor.mag1_vec,-0.00004,0.00005,0.000019
16.512305,adcs_monitor.mag2_vec,0.000022,-0.000049,-0.000005
16.517305,adcs_cmd.mtr_cmd,0,0,0
16.660305,adcs_monitor.mag1_vec,-0.00004,0.00005,0.000019
16.666305,adcs_monitor.mag2_vec,0.000022,-0.000049,-0.000005
16.671305,adcs_cmd.mtr_cmd,0,0,0
16.830305,adcs_monitor.mag1_vec,-0.00004,0.000051,0.00002
16.836305,adcs_monitor.mag2_vec,0.000022,-0.000049,-0.000005
16.841305,adcs_cmd.mtr_cmd,0,0,0
17.001305,adcs_monitor.mag1_vec,-0.00004,0.000051,0.000021
17.006305,adcs_monitor.mag2_vec,0.000022,-0.000049,-0.000005
17.014305,adcs_cmd.mtr_cmd,0,0,0
17.170305,adcs_monitor.mag1_vec,-0.00004,0.00005,0.00002
17.176305,adcs_monitor.mag2_vec,0.000022,-0.000049,-0.000005
17.181305,adcs_cmd.mtr_cmd,0,0,0
17.341305,adcs_monitor.mag1_vec,-0.00004,0.000052,0.000019
17.346305,adcs_monitor.mag2_vec,0.000022,-0.000049,-0.000005
17.351305,adcs_cmd.mtr_cmd,0,0,0
17.510305,adcs_monitor.mag1_vec,-0.000039,0.000052,0.00002
17.516305,adcs_monitor.mag2_vec,0.000022,-0.000049,-0.000005
17.521305,adcs_cmd.mtr_cmd,0,0,0
17.680305,adcs_monitor.mag1_vec,-0.000041,0.00005,0.000019
17.686305,adcs_monitor.mag2_vec,0.000021,-0.000049,-0.000005
17.691305,adcs_cmd.mtr_cmd,0,0,0
17.850305,adcs_monitor.mag1_vec,-0.00004,0.000051,0.00002
17.855305,adcs_monitor.mag2_vec,0.000022,-0.000049,-0.000005
17.861305,adcs_cmd.mtr_cmd,0,0,0
18.020305,adcs_monitor.mag1_vec,-0.000041,0.000051,0.00002
18.026305,adcs_monitor.mag2_vec,0.000022,-0.00005,-0.000005
18.031305,adcs_cmd.mtr_cmd,0,0,0
18.191305,adcs_monitor.mag1_vec,-0.00004,0.00005,0.00002
18.196305,adcs_monitor.mag2_vec,0.000022,-0.000049,-0.000005
18.201305,adcs_cmd.mtr_cmd,0,0,0
18.364305,adcs_monitor.mag1_vec,-0.00004,0.000051,0.000019
18.370305,adcs_monitor.mag2_vec,0.000022,-0.000049,-0.000005
18.375305,adcs_cmd.mtr_cmd,0,0,0
18.534305,adcs_monitor.mag1_vec,-0.00004,0.000052,0.000019
18.540305,adcs_monitor.mag2_vec,0.000022,-0.000049,-0.000005
18.545305,adcs_cmd.mtr_cmd,0,0,0
18.705305,adcs_monitor.mag1_vec,-0.00004,0.000051,0.000019
18.710305,adcs_monitor.mag2_vec,0.000022,-0.000049,-0.000005
18.715305,adcs_cmd.mtr_cmd,0,0,0
18.875305,adcs_monitor.mag1_vec,-0.00004,0.00005,0.000019
18.880305,adcs_monitor.mag2_vec,0.000022,-0.000049,-0.000005
18.885305,adcs_cmd.mtr_cmd,0,0,0
19.044305,adcs_monitor.mag1_vec,-0.00004,0.00005,0.000019
19.050305,adcs_monitor.mag2_vec,0.000022,-0.000049,-0.000005
19.055305,adcs_cmd.mtr_cmd,0,0,0
19.224305,adcs_monitor.mag1_vec,-0.00004,0.000051,0.00002
19.230305,adcs_monitor.mag2_vec,0.000022,-0.000049,-0.000005
19.235305,adcs_cmd.mtr_cmd,0,0,0
19.394305,adcs_monitor.mag1_vec,-0.00004,0.00005,0.00002
19.400305,adcs_monitor.mag2_vec,0.000022,-0.000049,-0.000005
19.405305,adcs_cmd.mtr_cmd,0,0,0
19.565305,adcs_monitor.mag1_vec,-0.00004,0.000051,0.000019
19.570305,adcs_monitor.mag2_vec,0.000022,-0.000049,-0.000005
19.575305,adcs_cmd.mtr_cmd,0,0,0
19.734305,adcs_monitor.mag1_vec,-0.000041,0.000051,0.000019
19.740305,adcs_monitor.mag2_vec,0.000022,-0.000049,-0.000005
19.745305,adcs_cmd.mtr_cmd,0,0,0
19.904305,adcs_monitor.mag1_vec,-0.000041,0.000051,0.000019
19.910305,adcs_monitor.mag2_vec,0.000022,-0.000049,-0.000005
19.915305,adcs_cmd.mtr_cmd,0,0,0
20.074305,adcs_monitor.mag1_vec,-0.00004,0.000051,0.000019
20.080305,adcs_monitor.mag2_vec,0.000022,-0.000049,-0.000005
20.085305,adcs_cmd.mtr_cmd,0,0,0
20.244305,adcs_monitor.mag1_vec,-0.00004,0.00005,0.00002
20.250305,adcs_monitor.mag2_vec,0.000022,-0.000049,-0.000005
20.263305,adcs_cmd.mtr_cmd,0,0,0
20.414305,adcs_monitor.mag1_vec,-0.00004,0.000051,0.00002
20.420305,adcs_monitor.mag2_vec,0.000022,-0.000049,-0.000005
20.425305,adcs_cmd.mtr_cmd,0,0,0
20.584305,adcs_monitor.mag1_vec,-0.00004,0.000051,0.00002
20.589305,adcs_monitor.mag2_vec,0.000022,-0.000049,-0.000005
20.618305,adcs_cmd.mtr_cmd,0,0,0
20.796305,adcs_monitor.mag1_vec,-0.00004,0.00005,0.000019
20.801305,adcs_monitor.mag2_vec,0.000022,-0.000049,-0.000005
20.807305,adcs_cmd.mtr_cmd,0,0,0
20.966305,adcs_monitor.mag1_vec,-0.00004,0.00005,0.000019
20.972305,adcs_monitor.mag2_vec,0.000022,-0.000049,-0.000005
20.977305,adcs_cmd.mtr_cmd,0,0,0
21.165305,adcs_cmd.mtr_cmd,0.0125,0,0
21.187305,adcs_monitor.mag1_vec,-0.00004,0.000051,0.000019
21.191305,adcs_monitor.mag2_vec,0.000022,-0.000049,-0.000005
21.197305,adcs_cmd.mtr_cmd,0.0125,0,0
21.341305,adcs_monitor.mag1_vec,-0.00004,0.000051,0.000019
21.347305,adcs_monitor.mag2_vec,0.000025,-0.000043,-0.00001
21.352305,adcs_cmd.mtr_cmd,0.0125,0,0
21.511305,adcs_monitor.mag1_vec,-0.000041,0.00005,0.000019
21.531305,adcs_monitor.mag2_vec,0.000025,-0.000043,-0.00001
21.536305,adcs_cmd.mtr_cmd,0.0125,0,0
21.706305,adcs_monitor.mag1_vec,-0.000041,0.000051,0.000019
21.712305,adcs_monitor.mag2_vec,0.000025,-0.000042,-0.00001
21.717305,adcs_cmd.mtr_cmd,0.0125,0,0
21.877305,adcs_monitor.mag1_vec,-0.000041,0.000051,0.000018
21.881305,adcs_monitor.mag2_vec,0.000025,-0.000042,-0.00001
21.887305,adcs_cmd.mtr_cmd,0.0125,0,0
22.046305,adcs_monitor.mag1_vec,-0.000041,0.000051,0.000019
