Date/temp,time(ms),magx (mG),magy (mG),magz (mG),mag(mG),real mag(mG),offset mG,predicted offset,predicted scale,new offest from sphere,,new mag (mG),
Feb 3rd 2019,10629,-54.75,234,-551.25,601.3569032,527.466,73.89090318,61.66042886,1.127254492,84.96797683,33.69418338,518.2481924,527.4120131
10C',10664,-53.25,242.25,-550.5,603.7970479,,76.33104786,78.35509803,1.121327225,49.03847649,380.834968,520.4632522,
,10699,-52.5,237,-551.25,602.3303184,,74.86431843,-140.2837921,1.104365526,74.13670396,,518.8557326,
,10734,-55.5,238.5,-550.5,602.5053942,,75.03939417,,,63.18748779,,519.5169442,
,10769,-51.75,230.25,-550.5,598.9518971,,71.48589707,,,149.939371,,515.2210267,
,10805,-52.5,237.75,-546.75,598.5122179,,71.04621792,,,163.4856892,,514.6798478,
,10840,-59.25,234,-551.25,601.7832874,,74.31728741,,,63.78923348,,519.4791838,
,10875,-57,240,-551.25,603.9251299,,76.45912988,,,38.23969086,,521.2821751,
,10910,-54,243,-546,600.0674962,,72.6014962,,,119.8622246,,516.5178392,
,10945,-50.25,237,-549,600.0792135,,72.61321352,,,130.8781737,,516.0258001,
,10980,-56.25,236.25,-547.5,598.9443839,,71.4783839,,,135.5679454,,515.8226351,
,11015,-54,238.5,-544.5,596.8906935,,69.42469351,,,204.8399206,,513.1537702,
,11050,-48.75,237.75,-552.75,603.6838473,,76.21784731,,,60.45665209,,519.6906124,
,11085,-51.75,237.75,-549,600.5032265,,73.03722647,,,115.4366336,,516.7218558,
,11120,-54,231.75,-556.5,605.2407062,,77.77470625,,,25.51432781,,522.4148291,
,11155,-51.75,235.5,-547.5,598.2428959,,70.7768959,,,173.0289754,,514.3119521,
,11190,-54,237,-553.5,604.5223321,,77.05633209,,,35.65062477,,521.4951856,
,11225,-56.25,233.25,-554.25,603.9558655,,76.48986552,,,37.38254172,,521.3518736,
,11260,-54,240.75,-560.25,612.1736886,,84.70768859,,,5.187746681,,529.7436625,
,11295,-52.5,232.5,-545.25,595.0714768,,67.6054768,,,269.2088942,,511.0584135,
,11330,-54.75,234,-554.25,604.1081236,,76.6421236,,,38.69879068,,521.2451648,
,11365,-51,235.5,-549,599.5517075,,72.08570753,,,140.515774,,515.612065,
,11400,-48,236.25,-552,602.3471279,,74.88112791,,,86.89776748,,518.1441028,
,11435,-49.5,236.25,-551.25,601.781418,,74.31541796,,,93.91647702,,517.7749486,
,11470,-48.75,235.5,-549,599.3645072,,71.89850721,,,154.6075965,,515.0318697,
,11506,-53.25,236.25,-549,600.042186,,72.57618602,,,120.0945127,,516.5072358,
,11541,-48.75,231.75,-558,606.1754078,,78.70940778,,,24.00181949,,522.5668348,
,11576,-54,238.5,-539.25,592.1054066,,64.63940658,,,380.834968,,507.9510066,
,11611,-54.75,239.25,-554.25,606.1610244,,78.6950244,,,16.91961837,,523.3526536,
,11646,-51.75,238.5,-551.25,602.8572592,,75.39125922,,,67.18132534,,519.2695785,
,11681,-54.75,241.5,-553.5,606.3679267,,78.90192667,,,15.50595743,,523.5282395,
,11716,-52.5,234.75,-552,602.1360415,,74.67004152,,,76.85780835,,518.6991415,
,11751,-48.75,235.5,-549.75,600.0515603,,72.58556028,,,136.5291274,,515.7814321,
,11786,-51,236.25,-547.5,598.4741536,,71.00815358,,,170.2045569,,514.4197531,
,11821,-54.75,237,-550.5,601.8445086,,74.37850857,,,76.74821035,,518.7053944,
,11856,-57.75,233.25,-551.25,601.3461462,,73.88014616,,,75.6884638,,518.7660883,
,11891,-54.75,237,-553.5,604.5897886,,77.12378862,,,33.31043971,,521.6944803,
,11926,-55.5,240,-555.75,607.8966298,,80.43062978,,,4.474382277,,525.3507264,
,11961,-54,233.25,-546,596.1858456,,68.71984561,,,223.7128604,,512.5089662,
,11996,-48,237.75,-552,602.9370303,,75.47103029,,,75.93241709,,518.7520791,
,12031,-48,240,-547.5,599.7168082,,72.25080817,,,150.7207742,,515.1891611,
,12066,-55.5,237.75,-547.5,599.4677327,,72.00173266,,,126.264563,,516.2292494,
,12101,-51.75,236.25,-551.25,601.97067,,74.50466997,,,82.98826682,,518.3562104,
,12136,-51.75,234.75,-556.5,606.199534,,78.73353398,,,19.8969385,,523.0054016,
,12172,-51,234.75,-546.75,597.1968896,,69.73088964,,,207.4254206,,513.0637286,
,12207,-56.25,231.75,-550.5,599.935309,,72.46930901,,,109.2416716,,517.0141259,
,12242,-52.5,238.5,-552.75,604.2938544,,76.82785443,,,42.32666964,,520.960105,
,12277,-51,232.5,-555,603.8892697,,76.42326965,,,49.64164189,,520.4203175,
,12312,-51.75,237,-552,602.951957,,75.48595704,,,64.93505044,,519.4077713,
,12347,-48.75,233.25,-551.25,600.5486554,,73.0826554,,,122.88103,,516.3808284,
,12382,-54,237,-552.75,603.8357082,,76.3697082,,,45.14146033,,520.7472605,
,12417,-48,242.25,-545.25,598.5704846,,71.10448457,,,184.1920736,,513.894262,
,12452,-53.25,238.5,-550.5,602.3023016,,74.83630159,,,73.09700132,,518.9163216,
,12487,-48.75,231,-548.25,596.9217914,,69.45579136,,,224.5216863,,512.4819523,
,12522,-51,235.5,-548.25,598.8650203,,71.39902027,,,158.8207744,,514.8635885,
,12557,-49.5,234,-544.5,594.7154782,,67.24947819,,,300.7393175,,510.1241628,
,12592,-51.75,236.25,-552.75,603.3445844,,75.87858438,,,57.9439816,,519.8539056,
,12627,-52.5,243,-546.75,600.6170265,,73.15102648,,,112.4446926,,516.8620058,
,12662,-50.25,236.25,-548.25,599.0969767,,71.63097671,,,156.0834927,,514.9726621,
,12697,-48.75,238.5,-549,600.549592,,73.08359204,,,125.6991506,,516.2544367,
,12732,-54,232.5,-555,604.1500228,,76.68402276,,,39.20050346,,521.2049695,
,12767,-48.75,232.5,-556.5,605.0826906,,77.61669063,,,37.38020792,,521.3520644,
,12802,-51,238.5,-555,606.2245871,,78.7585871,,,21.62483403,,522.815749,
,12837,-49.5,228,-547.5,595.1390594,,67.67305938,,,279.5577202,,510.7460203,
,12873,-50.25,229.5,-546,594.39996,,66.93396004,,,304.226212,,510.0239184,
,12908,-52.5,236.25,-553.5,604.0964844,,76.63048443,,,44.45378499,,520.7986328,
,12943,-53.25,234,-549.75,599.847168,,72.38116804,,,123.5642155,,516.3500558,
,12978,-50.25,235.5,-548.25,598.8016157,,71.33561573,,,163.7736331,,514.6685927,
,13013,-55.5,242.25,-550.5,603.9996378,,76.53363783,,,41.01004093,,521.0620917,
,13048,-51.75,236.25,-550.5,601.2839388,,73.81793875,,,97.18557009,,517.6077258,
,13083,-50.25,231,-552,600.4915174,,73.02551743,,,117.4488993,,516.6286157,
,13118,-53.25,236.25,-548.25,599.3560607,,71.8900607,,,137.0290689,,515.7600584,
,13153,-54,235.5,-547.5,598.4417265,,70.97572649,,,157.6627607,,514.9096167,
,13188,-51.75,234.75,-550.5,600.6961586,,73.23015864,,,109.4560412,,517.0038759,
,13223,-50.25,234,-548.25,598.2132772,,70.74727718,,,179.6124781,,514.064042,
,13258,-52.5,233.25,-552.75,602.241127,,74.77512696,,,74.19341417,,518.8524401,
,13293,-52.5,233.25,-548.25,598.1135971,,70.64759707,,,171.9368998,,514.3535288,
,13328,-51,238.5,-553.5,604.8516347,,77.3856347,,,37.78970149,,521.3186671,
,13363,-51,240,-549.75,602.0183241,,74.55232406,,,85.91361058,,518.1970405,
,13398,-55.5,236.25,-551.25,602.3046364,,74.83863638,,,65.85224298,,519.3510605,
,13433,-48,237,-554.25,604.7032847,,77.23728468,,,45.80636043,,520.6979604,
,13468,-51.75,237,-545.25,596.7785393,,69.31253933,,,218.5661228,,512.682018,
,13503,-53.25,237.75,-552.75,604.0638936,,76.59789356,,,43.74065042,,520.8523285,
,13539,-53.25,240,-545.25,598.1079543,,70.6419543,,,172.853641,,514.3186185,
,13574,-56.25,237,-546,597.8704396,,70.40443956,,,164.5699592,,514.6375177,
,13609,-51.75,236.25,-551.25,601.97067,,74.50466997,,,82.98826682,,518.3562104,
,13644,-51,237,-550.5,601.5149624,,74.04896241,,,95.05846927,,517.7162067,
,13679,-49.5,235.5,-553.5,603.5501222,,76.08412219,,,59.95017718,,519.72325,
,13714,-52.5,240,-552.75,604.8874379,,77.42143788,,,34.72821402,,521.5729351,
,13749,-50.25,234,-546.75,596.8388602,,69.37286016,,,222.0251876,,512.5654904,
,13784,-51.75,234,-555,604.5321021,,77.06610213,,,39.18688761,,521.2060569,
,13819,-56.25,236.25,-550.5,601.6879382,,74.22193822,,,74.97529296,,518.8071725,
,13854,-52.5,238.5,-552.75,604.2938544,,76.82785443,,,42.32666964,,520.960105,
,13889,-51,238.5,-550.5,602.1075485,,74.64154853,,,83.51375399,,518.327414,
,13924,-48.75,237.75,-547.5,598.8805181,,71.41451813,,,169.3830265,,514.4512766,
,13959,-48,237,-552.75,603.328735,,75.86273502,,,68.36950435,,519.1974146,
,13994,-55.5,237,-550.5,601.9131997,,74.44719972,,,73.25411805,,518.907138,
,14029,-51.75,235.5,-549.75,600.3027361,,72.83673613,,,119.0166238,,516.556526,
,14064,-51.75,234.75,-548.25,598.6348532,,71.16885323,,,161.5122129,,514.7572545,
,14099,-53.25,236.25,-549,600.042186,,72.57618602,,,120.0945127,,516.5072358,
,14134,-45.75,243.75,-549.75,603.1021369,,75.63613687,,,81.5579833,,518.4350541,
,14169,-54,231,-545.25,594.6213606,,67.15536062,,,275.639839,,510.8635954,
,14205,-52.5,234.75,-545.25,595.9541719,,68.4881719,,,240.3095561,,511.964079,
,14240,-47.25,238.5,-547.5,599.05848,,71.59248003,,,171.2648847,,514.379179,
,14275,-48.75,238.5,-547.5,599.1786566,,71.71265658,,,161.4526963,,514.7595962,
,14310,-55.5,232.5,-542.25,592.5973021,,65.13130214,,,345.3983437,,508.8811044,
,14345,-54.75,231.75,-547.5,597.0442823,,69.57828228,,,191.9782159,,513.6103796,
,14380,-53.25,236.25,-552.75,603.4750927,,76.00909269,,,52.11675308,,520.2468066,
,14415,-52.5,234.75,-555.75,605.5756559,,78.10965588,,,25.16742312,,522.4492856,
,14450,-53.25,238.5,-543.75,596.1391406,,68.67314064,,,232.7997226,,512.2082242,
,14485,-54,237,-552,603.1492353,,75.68323526,,,55.74744276,,519.999579,
,14520,-54,234,-556.5,606.1058076,,78.63980759,,,17.38234645,,523.2967859,
,14555,-47.25,237.75,-545.25,596.703601,,69.23760104,,,244.5714731,,511.8272189,
,14590,-52.5,234,-556.5,605.9740093,,78.50800934,,,20.81692934,,522.9034427,
,14625,-54.75,234,-548.25,598.6080729,,71.14207295,,,149.1062877,,515.2550914,
,14660,-46.5,240.75,-552.75,604.6944476,,77.22844763,,,50.54324404,,520.3566228,
,14695,-48,238.5,-550.5,601.8608643,,74.39486432,,,98.1190015,,517.5604964,
,14730,-49.5,231.75,-552,600.718164,,73.25216395,,,115.25123,,516.7304874,
,14765,-50.25,233.25,-550.5,599.9840623,,72.51806229,,,131.1365636,,516.0145126,
,14800,-55.5,235.5,-550.5,601.3241638,,73.85816383,,,83.97756166,,518.3020728,
,14835,-49.5,228.75,-554.25,601.639323,,74.17332302,,,93.01720754,,517.8214571,
,14870,-53.25,231.75,-550.5,599.661467,,72.195467,,,126.7766028,,516.2064883,
,14906,-54.75,233.25,-555,604.5065136,,77.04051361,,,33.2571844,,521.6990958,
,14941,-50.25,237.75,-549,600.3758198,,72.9098198,,,123.9701914,,516.3318098,
,14976,-53.25,232.5,-551.25,600.6399712,,73.1739712,,,104.307635,,517.2528891,
,15011,-54,234,-552.75,602.6645522,,75.19855222,,,62.72391636,,519.5461568,
,15046,-49.5,235.5,-546.75,597.3659368,,69.89993684,,,209.9148667,,512.9775609,
,15081,-52.5,237,-552,603.0167908,,75.55079081,,,61.8151356,,519.6037398,
,15116,-51,239.25,-555,606.5200429,,79.05404295,,,18.88344957,,523.1204909,
,15151,-49.5,236.25,-546.75,597.6620073,,70.19600733,,,201.1679265,,513.282632,
,15186,-53.25,243,-553.5,606.8334306,,79.36743061,,,13.78318082,,523.7534294,
,15221,-47.25,237,-548.25,599.1490841,,71.68308412,,,167.8056397,,514.5120184,
,15256,-48.75,236.25,-553.5,603.782142,,76.316142,,,58.24660173,,519.8340539,
,15291,-57,234.75,-555.75,605.9823636,,78.5163636,,,14.59368072,,523.6458324,
,15326,-51,235.5,-546,596.805873,,69.33987296,,,220.4146501,,512.6196318,
,15361,-49.5,235.5,-551.25,601.4873752,,74.02137518,,,99.86952452,,517.4725259,
,15396,-57,237.75,-549.75,601.6636311,,74.19763111,,,73.8353378,,518.8732509,
,15431,-49.5,236.25,-555.75,605.9062427,,78.44024275,,,26.93700409,,522.2759129,
,15466,-58.5,234,-545.25,596.2179237,,68.75192367,,,200.6632247,,513.3004352,
,15501,-56.25,239.25,-550.5,602.8721879,,75.40618795,,,55.34907266,,520.0263043,
,15536,-48,242.25,-552,604.7256093,,77.25960926,,,47.08218194,,520.6043543,
,15572,-48,231.75,-552,600.5964223,,73.13042232,,,123.5931665,,516.3487536,
,15607,-46.5,237.75,-549.75,600.7598314,,73.29383138,,,128.5336587,,516.1287314,
,15642,-45,237.75,-550.5,601.332115,,73.86611497,,,120.0892341,,516.5074766,
,15677,-51,234,-551.25,601.0270897,,73.56108966,,,104.2006024,,517.2581304,
,15712,-52.5,237.75,-552.75,603.9982409,,76.53224089,,,46.38349436,,520.6554571,
,15747,-53.25,233.25,-550.5,600.2427634,,72.77676339,,,113.7566964,,516.8003216,
,15782,-50.25,237.75,-551.25,602.4339694,,74.96796941,,,79.03959341,,518.5755786,
,15817,-55.5,240,-552,604.4702226,,77.00422259,,,34.15885456,,521.6214423,
,15852,-50.25,232.5,-547.5,596.9401666,,69.4741666,,,217.6210466,,512.7140155,
,15887,-53.25,242.25,-551.25,604.480924,,77.01492402,,,39.16711855,,521.2076361,
,15922,-48.75,236.25,-553.5,603.782142,,76.316142,,,58.24660173,,519.8340539,
,15957,-46.5,237,-549.75,600.4634148,,72.99741479,,,135.5687343,,515.8226013,
,15992,-54.75,236.25,-549,600.1771613,,72.71116134,,,111.466891,,516.9082118,
,16027,-49.5,240,-551.25,603.2634686,,75.79746856,,,66.60436776,,519.3048501,
,16062,-55.5,235.5,-547.5,598.5789422,,71.11294216,,,147.6562783,,515.31461,
,16097,-51,234,-554.25,603.7798129,,76.31381293,,,51.91481976,,520.2608061,
,16132,-51,237,-544.5,596.0287325,,68.56273253,,,247.3558301,,511.73845,
,16167,-51.75,235.5,-547.5,598.2428959,,70.7768959,,,173.0289754,,514.3119521,
,16202,-53.25,230.25,-549.75,598.3942576,,70.92825758,,,158.7518237,,514.8663245,
,16237,-52.5,240,-556.5,608.3161185,,80.85011848,,,4.652245786,,525.3090935,
,16273,-54,235.5,-554.25,604.6232815,,77.15728147,,,33.91713915,,521.6421577,
,16308,-54.75,237,-551.25,602.5306009,,75.06460088,,,64.21943021,,519.4522973,
,16343,-55.5,235.5,-550.5,601.3241638,,73.85816383,,,83.97756166,,518.3020728,
,16378,-53.25,235.5,-549,599.7472905,,72.28129053,,,126.8310584,,516.2040704,
,16413,-55.5,237.75,-556.5,607.6985787,,80.23257866,,,5.190427484,,525.187749,
,16448,-51,233.25,-547.5,597.2962519,,69.83025187,,,203.2519747,,513.2093533,
,16483,-52.5,234.75,-547.5,598.01343,,70.54743003,,,175.8038912,,514.206894,
,16518,-52.5,234.75,-550.5,600.7612358,,73.29523585,,,105.3752498,,517.2007552,
,16553,-51,238.5,-551.25,602.7933415,,75.32734145,,,70.41121665,,519.0748608,
,16588,-48.75,237.75,-551.25,602.3107068,,74.84470678,,,85.99881721,,518.1924453,
,16623,-51,237,-552,602.8880493,,75.42204931,,,68.11026918,,519.2131054,
,16658,-54.75,240,-546,598.9270093,,71.46100933,,,144.032187,,515.464659,
,16693,-50.25,234,-549.75,599.5882963,,72.12229625,,,141.6680649,,515.5635605,
,16728,-51.75,240.75,-543,596.2278298,,68.76182978,,,239.0947282,,512.0033117,
,16763,-52.5,240,-549.75,602.1472515,,74.68125151,,,78.81106745,,518.5884402,
,16798,-51,232.5,-554.25,603.2000601,,75.7340601,,,60.80560435,,519.6682052,
,16833,-54.75,237,-551.25,602.5306009,,75.06460088,,,64.21943021,,519.4522973,
,16868,-53.25,235.5,-550.5,601.1206722,,73.65467216,,,95.37396127,,517.7000407,
,16903,-56.25,237,-548.25,599.9259329,,72.45993293,,,112.2177071,,516.8727141,
,16939,-54.75,233.25,-552,601.7533756,,74.28737556,,,76.85229911,,518.6994557,
,16974,-52.5,237,-549.75,600.9578292,,73.49182922,,,102.1221001,,517.360452,
,17009,-52.5,237.75,-553.5,604.6846802,,77.21868023,,,36.75373796,,521.4035139,
,17044,-53.25,231.75,-546.75,596.220754,,68.754754,,,225.2546247,,512.4575149,
,17079,-51.75,234,-550.5,600.4034581,,72.9374581,,,115.826251,,516.7037395,
,17114,-53.25,237,-556.5,607.2040946,,79.7380946,,,10.0715369,,524.2924315,
,17149,-54.75,237,-549.75,601.1585689,,73.69256893,,,90.38801309,,517.9587389,
,17184,-53.25,235.5,-549.75,600.4339056,,72.9679056,,,110.545602,,516.9519331,
,17219,-51.75,238.5,-546,598.0604589,,70.5944589,,,180.1330185,,514.0446357,
,17254,-55.5,237.75,-554.25,605.6388156,,78.17281563,,,20.44123717,,522.9448014,
,17289,-57,238.5,-552.75,604.7014243,,77.23542426,,,28.15295395,,522.1600643,
,17324,-46.5,236.25,-551.25,601.5420808,,74.07608082,,,109.1550309,,517.0182715,
,17359,-51,234.75,-553.5,603.3828076,,75.91680759,,,58.64037687,,519.8082995,
,17394,-57.75,234,-549.75,600.2633797,,72.79737969,,,97.95081332,,517.5689897,
,17429,-50.25,235.5,-546,596.7422496,,69.27624964,,,226.2683217,,512.423782,
,17464,-54.75,237.75,-548.25,600.0839004,,72.61790038,,,114.3632707,,516.7719236,
,17499,-53.25,242.25,-549,602.4297677,,74.96376769,,,72.09288525,,518.9752471,
,17534,-47.25,237,-548.25,599.1490841,,71.68308412,,,167.8056397,,514.5120184,
,17569,-46.5,234.75,-547.5,597.5165793,,70.05057927,,,219.2299705,,512.6595835,
,17605,-45.75,229.5,-546.75,594.7258822,,67.25988223,,,318.3215606,,509.6244317,
,17640,-49.5,232.5,-547.5,596.8775,,69.41149999,,,223.3949788,,512.5195965,
,17675,-56.25,232.5,-549.75,599.5376343,,72.07163435,,,118.9123046,,516.5613081,
,17710,-55.5,233.25,-550.5,600.4465526,,72.98055258,,,101.2559074,,517.4034006,
,17745,-57,231.75,-552.75,602.0711129,,74.60511291,,,63.98156119,,519.4671525,
,17780,-50.25,236.25,-553.5,603.9051043,,76.4391043,,,52.56281715,,520.2159781,
,17815,-48.75,237.75,-548.25,599.5662495,,72.10024947,,,150.4787873,,515.1990204,
,17850,-52.5,235.5,-543,594.1931504,,66.72715041,,,304.0441123,,510.0291393,
,17885,-51,234,-549.75,599.6516176,,72.18561761,,,137.0721591,,515.758218,
,17920,-54.75,243.75,-548.25,602.486255,,75.02025503,,,67.33071524,,519.2604704,
,17955,-55.5,235.5,-556.5,606.8218437,,79.35584371,,,10.09499222,,524.2887383,
,17990,-55.5,234,-549,599.364038,,71.89803796,,,126.7921077,,516.2057998,
,18025,-60,235.5,-551.25,602.4423728,,74.97637276,,,51.53955857,,520.2868943,
,18060,-58.5,234,-552,602.3970866,,74.93108665,,,55.46987203,,520.0181901,
,18095,-51,237,-546.75,598.0849124,,70.61891245,,,181.9195261,,513.9782453,
,18130,-48,234,-549,598.7161264,,71.25012639,,,175.012931,,514.2367547,
,18165,-51.75,237,-546,597.4638587,,69.99785874,,,197.0561772,,513.4283301,
,18200,-51.75,238.5,-546,598.0604589,,70.5944589,,,180.1330185,,514.0446357,
,18235,-54,234,-549,599.2270021,,71.76100206,,,136.0604136,,515.8015063,
,18270,-54,240.75,-555,607.3726718,,79.90667184,,,8.719089658,,524.5131895,
,18306,-60.75,229.5,-556.5,605.0231917,,77.5571917,,,16.66675095,,523.3835068,
,18341,-58.5,236.25,-546,597.7895219,,70.32352191,,,156.5375922,,514.9545016,
,18376,-69.75,235.5,-545.25,598.0157816,,70.54978156,,,105.3766438,,517.2006874,
,18411,-69.75,229.5,-545.25,595.6784997,,68.2124997,,,159.8431262,,514.8230919,
,18446,-84.75,233.25,-546.75,600.4362477,,72.97024766,,,23.51006423,,522.6172822,
,18481,-110.25,225.75,-534,590.1475451,,62.68154511,,,112.8547372,,516.842689,
,18516,-142.5,215.25,-524.25,584.3602271,,56.89422709,,,87.73013523,,518.0995634,
,18551,-156.75,214.5,-516.75,581.0433504,,53.57735036,,,89.04019323,,518.0298889,
,18586,-171.75,208.5,-517.5,583.7607065,,56.29470654,,,7.819016587,,524.6697495,
,18621,-183.75,191.25,-507,572.1797139,,44.7137139,,,118.3612118,,516.5866061,
,18656,-186.75,181.5,-511.5,573.9774059,,46.51140591,,,61.17781058,,519.6443755,
,18691,-188.25,173.25,-511.5,571.91422,,44.44821997,,,82.45869015,,518.3853233,
,18726,-184.5,154.5,-520.5,573.4376601,,45.97166008,,,53.84946765,,520.1277803,
,18761,-195,147.75,-516.75,571.7391232,,44.2731232,,,34.09286664,,521.6270903,
,18796,-198,127.5,-513,564.4725414,,37.0065414,,,115.2110075,,516.7323609,
,18831,-196.5,112.5,-525,571.74601,,44.28001004,,,6.036089648,,525.0091545,
,18866,-198,103.5,-524.25,569.8721896,,42.40618962,,,9.344863226,,524.4090631,
,18901,-193.5,99.75,-530.25,573.1992455,,45.73324546,,,0.24476606,,526.9712616,
,18936,-174,98.25,-538.5,574.3790669,,46.91306691,,,16.36390214,,523.420768,
,18972,-166.5,111.75,-540.75,576.7329321,,49.26693213,,,23.42041796,,522.6265354,
,19007,-166.5,124.5,-531.75,570.947075,,43.48107504,,,144.0814271,,515.4626077,
,19042,-159.75,140.25,-537.75,578.2431906,,50.77719062,,,55.63165718,,520.0073368,
,19077,-138,145.5,-549.75,585.1831444,,57.71714441,,,31.656369,,521.8396007,
,19112,-138.75,146.25,-548.25,584.1392706,,56.67327064,,,43.78100666,,520.8492783,
,19147,-144,152.25,-543,582.035276,,54.56927599,,,65.67147666,,519.362206,
,19182,-127.5,149.25,-554.25,587.983737,,60.51773702,,,27.55681018,,522.2165419,
,19217,-105.75,142.5,-566.25,593.4040571,,65.93805711,,,11.65289725,,524.052366,
,19252,-80.25,136.5,-573,594.4756618,,67.00966182,,,43.62931091,,520.8607513,
,19287,-61.5,125.25,-587.25,603.5995154,,76.13351541,,,1.115724617,,528.5222787,
,19322,-52.5,117,-581.25,595.22837,,67.76237004,,,77.2432235,,518.6771876,
,19357,-56.25,110.25,-586.5,599.4175298,,71.95152977,,,8.388636048,,524.5696858,
,19392,-55.5,111,-587.25,600.2198035,,72.75380349,,,4.939610185,,525.2434766,
,19427,-48,102.75,-586.5,597.3640536,,69.89805357,,,32.45596035,,521.7689867,
,19462,-41.25,102,-586.5,596.7309381,,69.26493811,,,54.6309536,,520.0747245,
,19497,-39,99.75,-594,603.5785471,,76.11254708,,,0.000178477,,527.4793595,
,19532,-35.25,102,-581.25,591.1836644,,63.71766435,,,208.1117167,,513.0399223,
,19567,-36,104.25,-581.25,591.6211837,,64.1551837,,,198.1075579,,513.3909313,
,19602,-32.25,93,-584.25,592.4838605,,65.01786054,,,154.9105207,,515.0196945,
,19638,-28.5,95.25,-586.5,594.8672646,,67.40126461,,,113.6600568,,516.8048529,
,19673,-28.5,87,-588.75,595.8253205,,68.35932046,,,74.7509078,,518.8201393,
,19708,-58.5,75,-583.5,591.2017422,,63.73574222,,,55.07696661,,520.0446142,
,19743,-87.75,66.75,-578.25,588.6668731,,61.20087311,,,15.25229518,,523.5605813,
,19778,-91.5,67.5,-572.25,583.4368539,,55.97085391,,,78.94790269,,518.5807368,
,19813,-84.75,69.75,-574.5,584.8913361,,57.42533606,,,79.07598328,,518.5735322,
,19848,-90.75,67.5,-577.5,588.470953,,61.00495298,,,13.32253278,,523.8159955,
,19883,-82.5,60.75,-576,585.040864,,57.57486396,,,63.57972551,,519.4923104,
,19918,-76.5,60,-579,587.1058252,,59.63982521,,,45.62549448,,520.7113354,
,19953,-72,63.75,-580.5,588.4116862,,60.94568624,,,44.25733301,,520.8133815,
,19988,-81.75,60,-577.5,586.3354948,,58.86949483,,,43.8967435,,520.8405382,
,20023,-81.75,68.25,-580.5,590.1875761,,62.72157611,,,12.77262261,,523.8921194,
,20058,-84,74.25,-572.25,583.1287379,,55.66273793,,,132.0976174,,515.9726272,
,20093,-90,84.75,-578.25,591.3168567,,63.85085669,,,8.228467283,,524.5974695,
,20128,-81,81.75,-576,587.3840843,,59.91808431,,,70.63948507,,519.0612701,
,20163,-81,80.25,-579,590.1203797,,62.65437967,,,27.86956861,,522.1868364,
,20198,-59.25,77.25,-580.5,588.6071483,,61.14114827,,,107.9266738,,517.0772237,
,20233,-49.5,74.25,-585.75,592.5085442,,65.04254424,,,54.84552069,,520.0602238,
,20268,-51.75,52.5,-584.25,588.88231,,61.41630997,,,65.55027143,,519.3696878,
,20303,-41.25,15.75,-587.25,588.9076222,,61.44162221,,,18.46828384,,523.1685259,
,20339,-72,-6,-574.5,579.0252585,,51.55925852,,,36.94019945,,521.388155,
,20374,-67.5,-6.75,-582,585.94011,,58.47410999,,,0.323819959,,528.0350518,
,20409,-81.75,-5.25,-568.5,574.371722,,46.90572197,,,87.16670142,,518.1296891,
,20444,-84,-9.75,-570.75,576.9806106,,49.51461059,,,29.19224496,,522.0630152,
,20479,-88.5,-14.25,-570,577.0054701,,49.53947008,,,14.07135242,,523.7148199,
,20514,-100.5,-24.75,-559.5,568.993025,,41.527025,,,61.99277994,,519.5924506,
,20549,-89.25,-39,-558.75,567.1755681,,39.70956806,,,85.42260562,,518.223565,
,20584,-96,-46.5,-555.75,565.8942591,,38.42825912,,,60.74780337,,519.6719123,
,20619,-83.25,-49.5,-558.75,567.0823353,,39.61633529,,,70.71542724,,519.0567535,
,20654,-91.5,-51.75,-558.75,568.5524382,,41.08643821,,,23.96001109,,522.5711036,
,20689,-93.75,-60.75,-550.5,561.7204598,,34.25445984,,,92.39194927,,517.8539269,
,20724,-96.75,-70.5,-547.5,560.4347085,,32.96870851,,,68.61751338,,519.1824311,
,20759,-98.25,-82.5,-546.75,561.6002804,,34.13428045,,,17.86570752,,523.2392155,
,20794,-118.5,-93.75,-529.5,550.6374147,,23.17141473,,,71.95235264,,518.9835267,
,20829,-128.25,-97.5,-523.5,547.7285482,,20.26254819,,,69.8964867,,519.1055881,
,20864,-135.75,-108.75,-514.5,543.1066884,,15.64068841,,,72.36778136,,518.9590745,
,20899,-132.75,-112.5,-512.25,540.998036,,13.53203604,,,106.1089276,,517.1650812,
,20934,-111.75,-117,-515.25,540.0552055,,12.58920551,,,215.9098921,,512.7721274,
,20969,-91.5,-117.75,-525.75,546.4891353,,19.0231353,,,153.0840901,,515.0932845,
,21005,-84.75,-117.75,-538.5,557.7005245,,30.23452448,,,6.832470949,,524.8521004,
,21040,-78.75,-122.25,-532.5,551.998981,,24.53298098,,,68.47075022,,519.1912946,
,21075,-59.25,-114.75,-543,558.1461502,,30.68015022,,,55.7994465,,519.9960973,
,21110,-31.5,-114,-551.25,563.7950093,,36.32900929,,,41.76281818,,521.0035842,
,21145,-21.75,-96.75,-559.5,568.2199178,,40.75391781,,,55.06456848,,520.0454496,
,21180,-41.25,-88.5,-565.5,573.867635,,46.401635,,,0.224213322,,526.9924883,
,21215,-60,-67.5,-568.5,575.6287866,,48.16278663,,,0.004425842,,527.399473,
,21250,-68.25,-39,-568.5,573.9088016,,46.44280155,,,37.27458218,,521.3607087,
,21285,-73.5,-30,-563.25,568.817029,,41.35102902,,,148.5761197,,515.2768196,
