20471,-6.4774416e-05,-2.2507273e-05,-3.1052157e-05,1.4645047e-07,-2.0557083e-05,-5.2247196e-06,2.6381714e+01,2.6381714e+01,2.6509521e+01,
20490,-6.4316671e-05,-2.2201799e-05,-3.1052157e-05,1.4645047e-07,-2.0459294e-05,-5.3225085e-06,2.6381714e+01,2.6381714e+01,2.6509521e+01,
20509,-6.5079425e-05,-2.2812281e-05,-3.1967647e-05,2.4423935e-07,-2.0459294e-05,-5.2247196e-06,2.6381714e+01,2.6381714e+01,2.6477539e+01,
20528,-6.4621679e-05,-2.3880508e-05,-3.0746683e-05,3.4179538e-07,-2.0264182e-05,-5.1271636e-06,2.6381714e+01,2.6381714e+01,2.6477539e+01,
20547,-6.5079425e-05,-2.3117289e-05,-3.0136667e-05,3.4179538e-07,-2.0361738e-05,-5.1271636e-06,2.6381714e+01,2.6381714e+01,2.6477539e+01,
20567,-6.4469408e-05,-2.2965018e-05,-3.0594412e-05,4.8894435e-08,-2.0557083e-05,-5.2247196e-06,2.6381714e+01,2.6381714e+01,2.6445679e+01,
20586,-6.4621679e-05,-2.2049528e-05,-3.1052157e-05,2.4423935e-07,-2.0166393e-05,-5.1271636e-06,2.6381714e+01,2.6381714e+01,2.6477539e+01,
20605,-6.5537170e-05,-2.2812281e-05,-3.0594412e-05,1.4645047e-07,-2.0264182e-05,-5.0293747e-06,2.6381714e+01,2.6381714e+01,2.6477539e+01,
20624,-6.4621679e-05,-2.1896791e-05,-2.9831193e-05,2.4423935e-07,-2.0459294e-05,-5.2247196e-06,2.6381714e+01,2.6381714e+01,2.6541504e+01,
20644,-6.5079425e-05,-2.2659544e-05,-3.1662174e-05,2.4423935e-07,-2.0459294e-05,-5.0293747e-06,2.6381714e+01,2.6381714e+01,2.6509521e+01,
20663,-6.4774416e-05,-2.2354536e-05,-3.0441675e-05,3.4179538e-07,-2.0557083e-05,-5.2247196e-06,2.6381714e+01,2.6381714e+01,2.6509521e+01,
20682,-6.5232161e-05,-2.1744054e-05,-2.9831193e-05,2.4423935e-07,-2.0459294e-05,-4.9318187e-06,2.6381714e+01,2.6381714e+01,2.6477539e+01,
20701,-6.4927153e-05,-2.2201799e-05,-3.1052157e-05,3.4179538e-07,-2.0264182e-05,-5.1271636e-06,2.6381714e+01,2.6381714e+01,2.6477539e+01,
20721,-6.5537170e-05,-2.2507273e-05,-3.0594412e-05,1.4645047e-07,-2.0068837e-05,-5.1271636e-06,2.6381714e+01,2.6381714e+01,2.6477539e+01,
20740,-6.4927153e-05,-2.1744054e-05,-3.0441675e-05,1.4645047e-07,-2.0459294e-05,-4.8342627e-06,2.6381714e+01,2.6381714e+01,2.6477539e+01,
20759,-6.4621679e-05,-2.2049528e-05,-3.1814910e-05,4.3958426e-07,-2.0459294e-05,-4.9318187e-06,2.6381714e+01,2.6381714e+01,2.6477539e+01,
20779,-6.4469408e-05,-2.2049528e-05,-3.0594412e-05,6.3492917e-07,-2.0459294e-05,-5.2247196e-06,2.6381714e+01,2.6381714e+01,2.6509521e+01,
20798,-6.5232161e-05,-2.1896791e-05,-3.0594412e-05,3.4179538e-07,-2.1045329e-05,-5.0293747e-06,2.6381714e+01,2.6381714e+01,2.6541504e+01,
20817,-6.4621679e-05,-2.2354536e-05,-3.1052157e-05,4.8894435e-08,-2.0361738e-05,-4.8342627e-06,2.6381714e+01,2.6381714e+01,2.6541504e+01,
20836,-6.4011663e-05,-2.2812281e-05,-2.9678922e-05,4.3958426e-07,-2.0752428e-05,-5.1271636e-06,2.6381714e+01,2.6381714e+01,2.6509521e+01,
20855,-6.4469408e-05,-2.2659544e-05,-3.0899420e-05,2.4423935e-07,-2.0166393e-05,-5.0293747e-06,2.6381714e+01,2.6381714e+01,2.6477539e+01,
20875,-6.5537170e-05,-2.2507273e-05,-3.0594412e-05,1.4645047e-07,-2.0264182e-05,-5.1271636e-06,2.6381714e+01,2.6381714e+01,2.6477539e+01,
20894,-6.4469408e-05,-2.2049528e-05,-3.0899420e-05,2.4423935e-07,-2.0361738e-05,-5.1271636e-06,2.6381714e+01,2.6381714e+01,2.6445679e+01,
20913,-6.4163934e-05,-2.2507273e-05,-3.0288938e-05,2.4423935e-07,-2.0264182e-05,-5.0293747e-06,2.6381714e+01,2.6381714e+01,2.6477539e+01,
20932,-6.5079425e-05,-2.2965018e-05,-3.0594412e-05,4.3958426e-07,-2.0459294e-05,-4.9318187e-06,2.6381714e+01,2.6381714e+01,2.6477539e+01,
20952,-6.5842643e-05,-2.1744054e-05,-3.0288938e-05,3.4179538e-07,-2.0459294e-05,-4.9318187e-06,2.6381714e+01,2.6381714e+01,2.6477539e+01,
