20468,-7.0267357e-05,-2.8152950e-05,-3.6850572e-05,1.9043218e-06,-2.0361738e-05,-7.4708369e-06,2.6509521e+01,2.6381714e+01,2.6349731e+01,
20487,-9.0409536e-05,-2.9678922e-05,-1.7624348e-05,1.9043218e-06,-2.0654639e-05,-5.9083104e-06,2.6445679e+01,2.6381714e+01,2.6349731e+01,
20506,-1.0002265e-04,-2.9831193e-05,9.6894801e-06,1.9043218e-06,-2.0947773e-05,-6.2014442e-06,2.6541504e+01,2.6381714e+01,2.6349731e+01,
20525,-8.8273548e-05,-2.7389731e-05,4.4327229e-05,1.0253862e-06,-2.0654639e-05,-6.2014442e-06,2.6541504e+01,2.6381714e+01,2.6349731e+01,
20545,-6.2485691e-05,-3.2730401e-05,6.0044229e-05,1.6114209e-06,-2.0654639e-05,-5.2247196e-06,2.6509521e+01,2.6381714e+01,2.6349731e+01,
20564,-3.1814910e-05,-3.1662174e-05,4.0360261e-05,1.8067658e-06,-2.0361738e-05,-6.2014442e-06,2.6477539e+01,2.6381714e+01,2.6349731e+01,
20583,-1.5793368e-05,-3.1662174e-05,2.3650937e-06,7.3248520e-07,-2.0068837e-05,-7.0801470e-06,2.6541504e+01,2.6381714e+01,2.6349731e+01,
20602,-2.9373448e-05,-3.2883137e-05,-2.9221177e-05,1.1231750e-06,-1.9775704e-05,-6.4943451e-06,2.6541504e+01,2.6381714e+01,2.6349731e+01,
20622,-5.7907775e-05,-2.6626978e-05,-3.5019126e-05,4.3958426e-07,-2.0166393e-05,-6.8850350e-06,2.6541504e+01,2.6381714e+01,2.6349731e+01,
20641,-9.1630500e-05,-2.9526185e-05,-9.9944882e-06,1.1231750e-06,-2.0752428e-05,-6.2990002e-06,2.6509521e+01,2.6381714e+01,2.6349731e+01,
20660,-9.6055213e-05,-2.7389731e-05,2.7390197e-05,1.4160760e-06,-2.0849984e-05,-6.2990002e-06,2.6573486e+01,2.6381714e+01,2.6349731e+01,
20679,-7.3014759e-05,-2.8152950e-05,5.9128739e-05,-2.4400651e-07,-2.0947773e-05,-6.0060993e-06,2.6509521e+01,2.6381714e+01,2.6349731e+01,
20699,-4.1428488e-05,-3.2578129e-05,5.9434213e-05,8.3004124e-07,-2.1142885e-05,-4.8342627e-06,2.6509521e+01,2.6381714e+01,2.6349731e+01,
20718,-1.5182886e-05,-2.9068440e-05,3.0899420e-05,-2.4400651e-07,-2.0459294e-05,-5.7129655e-06,2.6509521e+01,2.6381714e+01,2.6349731e+01,
20737,-1.8692575e-05,-3.3035874e-05,-1.1978671e-05,7.3248520e-07,-2.0166393e-05,-6.3965563e-06,2.6509521e+01,2.6381714e+01,2.6349731e+01,
20756,-3.7460588e-05,-2.9526185e-05,-3.4256373e-05,1.0253862e-06,-2.0166393e-05,-6.2014442e-06,2.6445679e+01,2.6381714e+01,2.6349731e+01,
20776,-5.8213249e-05,-2.5406480e-05,-2.9983930e-05,-4.8661605e-08,-2.0947773e-05,-6.8850350e-06,2.6509521e+01,2.6381714e+01,2.6349731e+01,
20795,-8.6747576e-05,-2.6779715e-05,-9.2312694e-06,5.3714029e-07,-2.1436019e-05,-5.3225085e-06,2.6477539e+01,2.6381714e+01,2.6349731e+01,
20814,-9.3919225e-05,-2.6169233e-05,1.7776620e-05,7.3248520e-07,-2.1631364e-05,-5.5178534e-06,2.6477539e+01,2.6381714e+01,2.6349731e+01,
20833,-8.3237886e-05,-2.4643261e-05,4.9667899e-05,-2.4400651e-07,-2.1533575e-05,-5.3225085e-06,2.6541504e+01,2.6381714e+01,2.6349731e+01,
20852,-6.1112456e-05,-2.9831193e-05,6.4622145e-05,-2.4400651e-07,-2.0752428e-05,-5.1271636e-06,2.6509521e+01,2.6381714e+01,2.6349731e+01,
20872,-2.3117289e-05,-3.1357165e-05,5.1957089e-05,5.3714029e-07,-2.0459294e-05,-5.2247196e-06,2.6509521e+01,2.6381714e+01,2.6349731e+01,
20891,-5.1115640e-06,-3.0136667e-05,1.6708393e-05,-2.4400651e-07,-2.0849984e-05,-5.9083104e-06,2.6509521e+01,2.6381714e+01,2.6349731e+01,
20910,-2.0675827e-05,-3.1357165e-05,-2.0065811e-05,1.0253862e-06,-2.0947773e-05,-5.6154095e-06,2.6509521e+01,2.6381714e+01,2.6349731e+01,
20930,-4.9973372e-05,-2.5101006e-05,-2.9221177e-05,2.4423935e-07,-2.1728920e-05,-6.3965563e-06,2.6541504e+01,2.6381714e+01,2.6349731e+01,
20949,-8.7663066e-05,-2.5101006e-05,-1.0910444e-05,3.4179538e-07,-2.2021821e-05,-5.2247196e-06,2.6509521e+01,2.6381714e+01,2.6349731e+01,
20968,-8.9951791e-05,-2.6016496e-05,3.4561846e-05,6.3492917e-07,-2.1533575e-05,-5.1271636e-06,2.6541504e+01,2.6381714e+01,2.6349731e+01,
20987,-6.9199596e-05,-2.5558751e-05,7.0572831e-05,-1.4645047e-07,-2.1924265e-05,-5.4200646e-06,2.6509521e+01,2.6381714e+01,2.6349731e+01,
21006,-3.5171863e-05,-3.1814910e-05,7.0420094e-05,1.0253862e-06,-2.1436019e-05,-4.2482279e-06,2.6509521e+01,2.6381714e+01,2.6349731e+01,
21026,-5.4165721e-06,-2.8000213e-05,4.3259002e-05,7.3248520e-07,-2.1533575e-05,-4.5411289e-06,2.6509521e+01,2.6381714e+01,2.6349731e+01,
21045,-8.7735243e-06,-3.3645891e-05,-5.8747828e-06,1.2207311e-06,-2.1533575e-05,-5.2247196e-06,2.6509521e+01,2.6381714e+01,2.6349731e+01,
21064,-2.8457958e-05,-2.9373448e-05,-2.4032779e-05,1.3185199e-06,-2.1240674e-05,-5.0293747e-06,2.6477539e+01,2.6381714e+01,2.6349731e+01,
21083,-5.6382269e-05,-2.3880508e-05,-2.1286309e-05,6.3492917e-07,-2.1924265e-05,-6.1036553e-06,2.6509521e+01,2.6381714e+01,2.6349731e+01,
21103,-8.5221604e-05,-2.5406480e-05,-5.1115640e-06,1.3185199e-06,-2.2217166e-05,-5.1271636e-06,2.6445679e+01,2.6381714e+01,2.6349731e+01,
21122,-9.4987452e-05,-2.4490524e-05,2.5253743e-05,2.0021107e-06,-2.2021821e-05,-5.3225085e-06,2.6509521e+01,2.6381714e+01,2.6349731e+01,
21141,-8.0949161e-05,-2.4032779e-05,6.2332954e-05,1.9043218e-06,-2.2412511e-05,-4.8342627e-06,2.6541504e+01,2.6381714e+01,2.6349731e+01,
21160,-5.2414834e-05,-2.9373448e-05,7.4998010e-05,1.4160760e-06,-2.2314955e-05,-5.4200646e-06,2.6509521e+01,2.6381714e+01,2.6349731e+01,
