-0.21,9.98,0.38,0.41,0.39,0.24
-0.22,10.12,0.38,0.41,0.39,0.24
-0.4,10.06,0.38,0.41,0.39,0.24
-0.26,10.15,0.38,0.41,0.39,0.24
-0.22,10.23,0.38,0.41,0.39,0.24
-0.21,10.38,0.38,0.41,0.39,0.24
-0.2,10.62,0.38,0.41,0.39,0.24
-0.18,10.78,0.38,0.41,0.38,0.24
-0.14,11.11,0.38,0.41,0.38,0.24
-0.08,11.14,0.38,0.41,0.38,0.24
-0.17,11.37,0.38,0.41,0.38,0.24
-0.15,11.56,0.38,0.41,0.38,0.24
-0.2,11.89,0.38,0.41,0.38,0.24
-0.21,12.02,0.38,0.41,0.38,0.24
-0.15,12.22,0.38,0.41,0.38,0.24
-0.08,12.43,0.38,0.41,0.38,0.24
-0.17,12.81,0.38,0.41,0.38,0.24
-0.12,13.11,0.38,0.41,0.38,0.24
-0.2,13.51,0.38,0.41,0.38,0.24
-0.21,13.83,0.38,0.41,0.38,0.24
-0.12,13.9,0.38,0.41,0.38,0.24
0.01,14.29,0.38,0.41,0.38,0.24
-0.12,14.63,0.38,0.41,0.38,0.24
-0.04,14.97,0.38,0.41,0.38,0.24
-0.04,15.41,0.38,0.41,0.38,0.24
-0.14,15.57,0.38,0.41,0.37,0.24
-0.09,15.8,0.38,0.41,0.37,0.24
-0.09,15.95,0.38,0.41,0.37,0.24
-0.09,16.21,0.38,0.41,0.37,0.24
0.02,16.54,0.38,0.4,0.37,0.24
-0.07,17.07,0.38,0.4,0.37,0.24
-0.01,17.26,0.37,0.4,0.37,0.24
0.01,17.62,0.37,0.4,0.37,0.24
-0.03,17.95,0.37,0.4,0.37,0.24
0.12,18.31,0.37,0.4,0.37,0.24
0.01,18.74,0.37,0.4,0.37,0.24
-0.08,18.89,0.37,0.4,0.36,0.24
0.06,19.38,0.37,0.4,0.36,0.24
0.05,19.51,0.37,0.4,0.36,0.24
0.02,19.76,0.37,0.4,0.36,0.24
0.16,20.11,0.37,0.4,0.36,0.24
0.2,20.17,0.37,0.4,0.36,0.24
0.05,20.43,0.37,0.4,0.36,0.24
0.12,20.54,0.37,0.4,0.36,0.24
0.17,20.7,0.37,0.4,0.36,0.24
-0.02,20.92,0.37,0.4,0.36,0.24
0.17,21.09,0.37,0.4,0.36,0.24
0.13,21.07,0.37,0.39,0.36,0.24
0.08,21.21,0.37,0.39,0.36,0.24
0.02,21.62,0.37,0.39,0.36,0.24
0.21,21.52,0.37,0.39,0.35,0.24
0.22,21.86,0.36,0.39,0.35,0.24
0.1,22.18,0.36,0.39,0.35,0.24
0.14,22.39,0.36,0.39,0.35,0.24
0.14,22.81,0.36,0.39,0.35,0.24
0.15,22.85,0.36,0.39,0.35,0.24
0.02,23.08,0.36,0.39,0.35,0.24
0.02,23.29,0.36,0.39,0.35,0.24
0.15,23.52,0.36,0.39,0.35,0.24
0.2,23.88,0.36,0.39,0.34,0.24
0.1,24.63,0.36,0.38,0.34,0.24
0.13,25.11,0.36,0.38,0.34,0.24
0.06,25.6,0.35,0.38,0.34,0.24
0.18,25.94,0.35,0.38,0.34,0.24
0.19,26.15,0.35,0.38,0.34,0.24
0.2,26.45,0.35,0.38,0.33,0.24
0.4,26.77,0.35,0.38,0.33,0.24
0.41,27.06,0.35,0.38,0.33,0.24
0.24,27.45,0.35,0.38,0.33,0.24
0.28,27.83,0.35,0.37,0.33,0.24
0.37,28.14,0.35,0.37,0.33,0.24
0.21,28.65,0.35,0.37,0.32,0.24
0.38,28.54,0.35,0.37,0.32,0.24
0.37,28.96,0.35,0.37,0.32,0.24
0.37,28.83,0.34,0.37,0.32,0.24
0.38,29.44,0.34,0.37,0.32,0.24
0.32,29.54,0.34,0.37,0.32,0.24
0.33,29.92,0.34,0.37,0.32,0.24
0.44,30.31,0.34,0.37,0.32,0.24
0.44,30.49,0.34,0.36,0.32,0.24
0.25,30.65,0.34,0.36,0.31,0.24
0.48,31.25,0.34,0.36,0.31,0.24
0.38,31.25,0.34,0.36,0.31,0.24
0.39,31.44,0.34,0.36,0.31,0.24
0.5,31.76,0.33,0.36,0.31,0.24
0.5,31.99,0.33,0.36,0.31,0.24
0.45,32.32,0.33,0.36,0.31,0.24
0.24,32.54,0.33,0.35,0.31,0.24
0.38,32.69,0.33,0.35,0.31,0.24
0.44,32.8,0.33,0.35,0.3,0.24
0.49,33.03,0.33,0.35,0.3,0.24
0.36,33.3,0.33,0.35,0.3,0.24
0.35,33.48,0.33,0.35,0.3,0.24
0.33,33.71,0.33,0.35,0.3,0.24
0.44,34.03,0.33,0.35,0.3,0.24
0.35,34.08,0.33,0.35,0.3,0.24
0.42,34.19,0.33,0.35,0.3,0.24
0.4,34.68,0.32,0.35,0.3,0.24
0.49,34.68,0.32,0.34,0.3,0.24
0.49,34.88,0.32,0.34,0.29,0.24
0.49,35.1,0.32,0.34,0.29,0.24
0.49,35.41,0.32,0.34,0.29,0.24
0.64,35.57,0.32,0.34,0.29,0.24
0.66,35.77,0.32,0.34,0.29,0.24
0.58,35.83,0.32,0.34,0.29,0.24
0.46,35.97,0.32,0.34,0.29,0.24
0.6,36.33,0.32,0.34,0.29,0.24
0.53,36.56,0.32,0.34,0.29,0.24
0.52,36.35,0.32,0.34,0.29,0.24
0.6,36.46,0.32,0.34,0.29,0.24
0.59,36.59,0.32,0.34,0.29,0.24
0.57,36.77,0.32,0.34,0.28,0.24
0.56,37.09,0.32,0.33,0.28,0.24
0.71,37.15,0.31,0.33,0.28,0.24
0.6,37.41,0.31,0.33,0.28,0.24
0.59,37.65,0.31,0.33,0.28,0.24
0.49,37.57,0.31,0.33,0.28,0.23
0.58,37.81,0.31,0.33,0.28,0.23
0.54,38.27,0.31,0.33,0.27,0.23
0.49,38.57,0.31,0.33,0.27,0.23
0.55,38.83,0.31,0.33,0.27,0.23
0.56,39.11,0.3,0.32,0.27,0.23
0.57,39.45,0.3,0.32,0.27,0.23
0.53,39.79,0.3,0.32,0.26,0.23
0.55,39.89,0.3,0.32,0.26,0.23
0.53,39.88,0.3,0.32,0.26,0.23
0.56,40.24,0.3,0.32,0.26,0.23
0.68,40.5,0.3,0.32,0.26,0.23
0.58,41.05,0.3,0.31,0.26,0.23
0.61,41.32,0.3,0.31,0.25,0.23
0.66,41.21,0.29,0.31,0.25,0.23
0.7,41.45,0.29,0.31,0.25,0.23
0.71,41.69,0.29,0.31,0.25,0.23
0.66,42.2,0.29,0.31,0.25,0.23
0.63,42.2,0.29,0.31,0.25,0.23
0.6,42.53,0.29,0.31,0.24,0.23
0.66,42.69,0.29,0.3,0.24,0.23
0.66,42.99,0.29,0.3,0.24,0.23
0.49,43.29,0.29,0.3,0.24,0.23
0.66,43.46,0.29,0.3,0.24,0.23
