-0.26,1.3,0.37,0.4,0.4,0.42
-0.14,1.88,0.37,0.4,0.4,0.42
-0.11,2.23,0.37,0.4,0.4,0.42
0.01,2.4,0.37,0.4,0.4,0.42
-0.03,2.85,0.37,0.4,0.4,0.42
-0.04,3.36,0.37,0.4,0.4,0.42
0.17,3.99,0.37,0.4,0.4,0.42
-0.28,4.75,0.37,0.4,0.4,0.43
0.08,5.62,0.37,0.4,0.4,0.43
0.16,6.22,0.37,0.4,0.4,0.43
-0.19,7.24,0.37,0.4,0.4,0.43
0.12,8.11,0.37,0.4,0.4,0.43
0.12,8.87,0.37,0.4,0.39,0.43
0.01,9.83,0.37,0.39,0.39,0.43
0.4,10.49,0.37,0.39,0.39,0.43
0.36,11.05,0.37,0.39,0.39,0.43
0.22,11.65,0.36,0.39,0.39,0.43
0.45,12.11,0.36,0.39,0.39,0.43
0.26,13.01,0.36,0.39,0.39,0.43
0.18,13.56,0.36,0.39,0.38,0.43
0.32,14.15,0.36,0.39,0.38,0.43
0.64,14.7,0.36,0.39,0.38,0.43
0.43,15.46,0.36,0.39,0.38,0.43
0.26,16.01,0.36,0.39,0.38,0.43
0.59,16.47,0.36,0.39,0.38,0.43
0.35,17.13,0.36,0.39,0.37,0.43
0.62,17.91,0.36,0.39,0.37,0.43
0.55,18.45,0.36,0.38,0.37,0.43
0.61,19.24,0.36,0.38,0.37,0.43
0.39,20,0.35,0.38,0.36,0.43
0.62,20.85,0.35,0.38,0.36,0.43
0.6,21.65,0.35,0.38,0.36,0.43
0.58,22.41,0.35,0.38,0.35,0.43
0.55,23.27,0.35,0.37,0.35,0.43
0.71,24.03,0.34,0.37,0.35,0.43
0.39,24.8,0.34,0.37,0.34,0.43
0.81,25.98,0.34,0.37,0.34,0.43
0.9,26.16,0.34,0.37,0.34,0.43
0.55,27.34,0.34,0.36,0.33,0.43
0.7,27.84,0.34,0.36,0.33,0.43
0.73,29.28,0.33,0.36,0.32,0.43
0.96,29.71,0.33,0.35,0.32,0.43
1.07,30.58,0.33,0.35,0.32,0.43
0.72,31.33,0.32,0.35,0.31,0.43
0.74,31.82,0.32,0.35,0.31,0.43
0.93,32.56,0.32,0.34,0.31,0.43
0.36,33.05,0.32,0.34,0.31,0.43
1.06,33.5,0.32,0.34,0.3,0.43
1.05,33.51,0.31,0.34,0.3,0.43
1.3,33.88,0.31,0.34,0.3,0.43
0.82,34.44,0.31,0.34,0.3,0.43
0.79,34.83,0.31,0.33,0.29,0.42
1.12,35.3,0.31,0.33,0.29,0.42
1.06,35.96,0.31,0.33,0.29,0.42
0.61,36.31,0.3,0.33,0.29,0.42
0.71,36.7,0.3,0.32,0.28,0.42
1.04,37.36,0.3,0.32,0.28,0.42
1.1,37.94,0.3,0.32,0.28,0.42
0.87,38.75,0.3,0.31,0.27,0.42
1.06,38.93,0.29,0.31,0.27,0.42
1.32,39.47,0.29,0.31,0.27,0.42
1.07,40.06,0.29,0.31,0.26,0.42
0.93,40.77,0.29,0.3,0.26,0.41
0.91,41.31,0.28,0.3,0.25,0.41
1.21,41.87,0.28,0.3,0.25,0.41
1.14,43.03,0.28,0.29,0.24,0.41
1.29,43.19,0.27,0.29,0.24,0.41
1.2,44.3,0.27,0.28,0.23,0.41
1.21,45.3,0.27,0.28,0.23,0.4
0.88,45.8,0.27,0.27,0.23,0.4
1.39,46.34,0.26,0.27,0.22,0.4
0.96,46.93,0.26,0.27,0.22,0.4
1.27,47.53,0.26,0.27,0.21,0.4
1.25,47.95,0.26,0.26,0.21,0.4
1.24,48.97,0.25,0.26,0.2,0.39
1.21,49.51,0.25,0.25,0.19,0.39
1.17,50.45,0.25,0.25,0.19,0.39
0.93,50.97,0.25,0.24,0.18,0.39
1.47,51.57,0.24,0.24,0.17,0.39
1.16,52.41,0.24,0.24,0.17,0.38
1.41,53.03,0.24,0.23,0.16,0.38
1.24,53.43,0.23,0.23,0.15,0.38
1.31,54.52,0.23,0.22,0.15,0.38
1.24,55.23,0.23,0.22,0.14,0.37
1.48,56.06,0.22,0.21,0.13,0.37
1.25,56.66,0.22,0.21,0.13,0.37
1.39,57.16,0.22,0.21,0.12,0.37
1.46,57.79,0.21,0.2,0.12,0.36
1.4,58.87,0.21,0.2,0.11,0.36
1.2,59.01,0.21,0.2,0.11,0.36
1.27,60.18,0.2,0.19,0.1,0.35
1.53,60.37,0.2,0.19,0.1,0.35
1.12,61.38,0.2,0.19,0.09,0.35
1.52,61.63,0.19,0.18,0.09,0.34
1.32,62.78,0.18,0.18,0.08,0.34
